목적,읍면동,설치장소,위도,경도,설치연도,설치대수
방범,가호동,가좌동 479-2,35.154626,128.108577,2023,4
방범,가호동,가좌동 562-11,35.149961,128.103438,2021,4
방범,가호동,가좌동 564,35.149016,128.102903,2022,3
학교내,가호동,가좌동 564,35.149732,128.103786,2015,13
방범,가호동,가좌동 579-26,35.161296,128.111995,2022,4
방범,가호동,가좌동 637-14,35.159423,128.108311,2022,3
교통정보수집,가호동,가좌동 638-2,35.158961,128.107726,2023,2
방범,가호동,가좌동 662-1,35.163848,128.111639,2022,2
방범,가호동,가좌동 669,35.15974,128.109232,2022,3
방범,가호동,가좌동 691,35.160168,128.10914,2022,3
방범,가호동,가좌동 772-7,35.164403,128.104809,2022,2
방범,가호동,가좌동 843-3,35.157613,128.101937,2017,2
방범,가호동,가좌동 961-31,35.163629,128.11031,2018,2
방범,가호동,가좌동 산 86-1,35.166211,128.105421,2018,2
방범,가호동,가좌동 산 88-7,35.16647,128.104657,2018,8
방범,가호동,가호동 1011-4,35.145205,128.101638,2019,3
교통정보수집,가호동,가호동 1011-4,35.145339,128.101415,2021,4
방범,가호동,가호동 1267-2,35.160557,128.095994,2019,2
방범,가호동,가호동 1398,35.158981,128.108231,2022,5
방범,가호동,가호동 1404,35.165411,128.111072,2018,1
방범,가호동,가호동 1429-1,35.1636,128.1046,2019,2
방범,가호동,가호동 1431-5,35.160619,128.106871,2018,3
방범,가호동,가호동 1432-1,35.160463,128.106814,2015,3
방범,가호동,가호동 1438-8,35.158603,128.106181,2019,2
방범,가호동,가호동 1441-14,35.157823,128.106583,2018,4
방범,가호동,가호동 1441-14,35.152408,128.104756,2015,1
방범,가호동,가호동 1442-21,35.157108,128.105728,2019,2
방범,가호동,가호동 1444-1,35.156488,128.104706,2019,3
방범,가호동,가호동 1446-13,35.156882,128.106315,2023,2
방범,가호동,가호동 1705-2,35.151518,128.124287,2018,3
방범,가호동,가호동 1890,35.14508,128.103883,2015,2
방범,가호동,가호동 1932-8,35.165411,128.111072,2019,1
방범,가호동,가호동 1933,35.165332,128.111012,2019,6
방범,가호동,가호동 1940,35.165904,128.109541,2022,3
교통정보수집,가호동,가호동 1949,35.155569,128.116522,2022,3
주정차단속,가호동,가호동 1958,35.154362,128.115679,2022,6
교통정보수집,가호동,가호동 1959,35.152479,128.116304,2022,1
교통정보수집,가호동,가호동 1959,35.151606,128.113898,2021,3
교통정보수집,가호동,가호동 1959-1,35.154917,128.117892,2018,4
주정차단속,가호동,가호동 1960,35.153244,128.117111,2022,4
주정차단속,가호동,가호동 1962,35.154714,128.113706,2022,4
방범,가호동,가호동 1965,35.15286,128.11574,2022,1
교통정보수집,가호동,가호동 1978-1,35.152207,128.111314,2019,4
교통정보수집,가호동,가호동 1983-1,35.152778,128.109826,2023,3
방범,가호동,가호동 1987,35.147925,128.108104,2019,2
학교내,가호동,가호동 1988,35.1513,128.11105,2019,13
교통정보수집,가호동,가호동 2011-1,35.15004,128.10359,2015,1
방범,가호동,가호동 2018-4,35.151965,128.110715,2022,2
주정차단속,가호동,가호동 2039,35.151305,128.1141,2022,3
방범,가호동,가호동 2046-1,35.149823,128.113032,2016,4
주정차단속,가호동,가호동 2064-1,35.152249,128.116009,2022,3
주정차단속,가호동,가호동 2073,35.15308,128.119161,2022,2
교통정보수집,가호동,가호동 2091-3,35.153699,128.12113,2017,3
교통정보수집,가호동,가호동 2107,35.154204,128.119137,2019,4
주정차단속,가호동,가호동 2113,35.154768,128.118719,2022,2
교통정보수집,가호동,가호동 301-4,35.164021,128.126115,2023,2
방범,가호동,가호동 365-5,35.163408,128.116967,2016,1
방범,가호동,가호동 446-1,35.158393,128.108729,2019,2
방범,가호동,가호동 449-1,35.157386,128.107856,2018,3
방범,가호동,가호동 453-6,35.156577,128.108331,2018,2
방범,가호동,가호동 455-10,35.155973,128.10883,2015,3
방범,가호동,가호동 464,35.15731,128.108861,2019,2
방범,가호동,가호동 479-24,35.155182,128.109221,2020,3
방범,가호동,가호동 480-5,35.153224,128.106536,2015,2
방범,가호동,가호동 480-7,35.153079,128.105895,2022,3
방범,가호동,가호동 483-10,35.153205,128.107023,2019,2
교통정보수집,가호동,가호동 491-5,35.162766,128.120726,2022,2
방범,가호동,가호동 492-3,35.151964,128.10606,2018,2
방범,가호동,가호동 501-1,35.156626,128.107308,2015,1
방범,가호동,가호동 501-1,35.154762,128.106479,2019,1
방범,가호동,가호동 501-11,35.15325,128.105434,2019,1
방범,가호동,가호동 501-13,35.154762,128.106479,2018,1
방범,가호동,가호동 506-14,35.155394,128.1069,2015,1
방범,가호동,가호동 506-8,35.15614,128.10709,2023,1
방범,가호동,가호동 510-22,35.159095,128.10781,2019,2
방범,가호동,가호동 517-3,35.15862,128.107753,2015,4
방범,가호동,가호동 539,35.151258,128.10593,2016,3
방범,가호동,가호동 540,35.152116,128.106791,2016,3
방범,가호동,가호동 547-1,35.165123,128.11515,2023,3
방범,가호동,가호동 552-10,35.150284,128.104452,2019,4
교통정보수집,가호동,가호동 552-4,35.151146,128.103264,2022,1
방범,가호동,가호동 561-2,35.150798,128.105858,2021,3
교통정보수집,가호동,가호동 562-1,35.150615,128.101847,2022,1
방범,가호동,가호동 562-5,35.152682,128.105698,2019,1
방범,가호동,가호동 564,35.150126,128.102186,2023,3
방범,가호동,가호동 573-2,35.148828,128.101464,2019,2
방범,가호동,가호동 579-11,35.163686,128.110798,2019,2
방범,가호동,가호동 579-26,35.161587,128.111847,2015,2
방범,가호동,가호동 602-2,35.164018,128.112621,2022,4
방범,가호동,가호동 604,35.163342,128.113389,2019,2
방범,가호동,가호동 605-6,35.163286,128.114544,2016,5
방범,가호동,가호동 607-2,35.163954,128.115155,2015,4
방범,가호동,가호동 619-8,35.162423,128.114835,2015,4
방범,가호동,가호동 625-1,35.16332,128.11649,2022,2
방범,가호동,가호동 627-4,35.162766,128.116875,2022,2
방범,가호동,가호동 628-6,35.163407,128.117429,2018,2
방범,가호동,가호동 634-1,35.163925,128.117074,2020,4
방범,가호동,가호동 638,35.164271,128.116847,2019,2
방범,가호동,가호동 638,35.164122,128.116683,2020,2
방범,가호동,가호동 643-8,35.164616,128.117707,2020,3
방범,가호동,가호동 654-6,35.162415,128.107224,2019,2
방범,가호동,가호동 656,35.163282,128.108214,2019,3
방범,가호동,가호동 659-3,35.162228,128.108367,2019,2
방범,가호동,가호동 663,35.162428,128.111194,2015,2
방범,가호동,가호동 675-1,35.159861,128.110232,2015,1
방범,가호동,가호동 684-2,35.160991,128.108422,2015,2
학교내,가호동,가호동 691,35.159568,128.108264,2019,8
방범,가호동,가호동 711,35.164445,128.107105,2022,2
방범,가호동,가호동 725-2,35.160572,128.112063,2022,1
방범,가호동,가호동 783,35.159306,128.117712,2022,2
주정차단속,가호동,가호동 850-3,35.158307,128.100515,2019,2
방범,가호동,가호동 914-1,35.152334,128.104655,2015,1
방범,가호동,가호동 952-5,35.15313,128.108499,2016,4
방범,가호동,가호동 977-5,35.163967,128.109453,2015,2
방범,가호동,가호동 986-1,35.164765,128.111286,2019,3
방범,가호동,가호동 996-16,35.146824,128.101046,2022,5
방범,가호동,가호동 996-4,35.151314,128.103743,2023,2
교통정보수집,가호동,가호동 산 122-3,35.164996,128.11995,2021,1
주정차단속,가호동,가호동 산 124-17,35.156573,128.104649,2022,3
방범,가호동,가호동 산 132,35.1608,128.0999,2021,1
방범,가호동,가호동 산 132,35.161329,128.102703,2022,2
방범,가호동,가호동 산 140-1,35.1636,128.0958,2022,2
방범,가호동,가호동 산 141-2,35.159031,128.118885,2015,1
방범,가호동,가호동 산 141-4,35.1637,128.0932,2012,2
방범,가호동,가호동 산 141-7,35.159109,128.118837,2019,1
방범,가호동,가호동 산 145,35.164258,128.091285,2022,2
방범,가호동,가호동 산 86-3,35.16629,128.10459,2022,1
방범,가호동,가호동 산 89,35.166273,128.103908,2018,1
방범,가호동,가호동 산 93-1,35.167336,128.103975,2017,2
방범,성북동,계동 35-1,35.196795,128.080579,2008,1
방범,금곡면,고성군 영오면 오서리 1611-10,35.09057,128.18897,2023,1
방범,금곡면,고성군 영오면 오서리 1611-205,35.0897,128.18893,2023,2
방범,금곡면,고성군 영오면 오서리 1611-206,35.08859,128.18882,2023,1
방범,금곡면,고성군 영오면 오서리 799,35.09254,128.1886,2022,2
방범,금곡면,금곡면 가봉리 592,35.125289,128.217591,2017,2
방범,금곡면,금곡면 가봉리 772-6,35.124875,128.216988,2021,2
방범,금곡면,금곡면 검암리 1086-6,35.1154,128.185812,2018,4
재난재해,금곡면,금곡면 두문리 1126-80,35.098584,128.190469,2023,1
방범,금곡면,금곡면 두문리 1135-11,35.08966,128.18268,2021,2
방범,금곡면,금곡면 두문리 396,35.099469,128.19962,2021,2
방범,금곡면,금곡면 두문리 590-3,35.09455,128.18849,2022,1
방범,금곡면,금곡면 두문리 621-7,35.091856,128.186206,2015,2
방범,금곡면,금곡면 두문리 647-1,35.09059,128.18698,2021,2
방범,금곡면,금곡면 두문리 682-5,35.089441,128.185664,2020,5
방범,금곡면,금곡면 두문리 682-5,35.090591,128.186968,2022,5
학교내,금곡면,금곡면 두문리 682-5,35.089714,128.184817,2016,6
방범,금곡면,금곡면 두문리 806-1,35.082441,128.186798,2022,2
방범,금곡면,금곡면 두문리 산 75-3,35.09065,128.178866,2021,2
방범,금곡면,금곡면 성산리 211-1,35.073239,128.200298,2019,2
방범,금곡면,금곡면 송곡리 634 -1,35.134998,128.189481,2022,1
방범,금곡면,금곡면 송곡리 634 -2,35.134998,128.189481,2021,1
방범,금곡면,금곡면 송곡리 634 -3,35.134998,128.189481,2022,1
방범,금곡면,금곡면 인담리 418-2,35.123229,128.174861,2021,2
방범,금곡면,금곡면 인담리 58-3,35.125135,128.173621,2020,3
방범,금곡면,금곡면 인담리 867-2,35.111705,128.169112,2022,3
재난재해,금곡면,금곡면 정자리 121,35.122709,128.187382,2022,1
방범,금곡면,금곡면 정자리 148-1,35.123709,128.18227,2022,3
방범,금곡면,금곡면 정자리 187-3,35.122303,128.185437,2022,2
방범,금곡면,금곡면 정자리 700-1,35.13433,128.177284,2022,2
방범,금곡면,금곡면 죽곡리 111-1,35.07618,128.17837,2021,2
재난재해,금산면,금산면 가방리 1214,35.235532,128.148245,2023,3
방범,금산면,금산면 가방리 72-7,35.232179,128.165437,2018,3
방범,금산면,금산면 가방리964-1,35.229127,128.152496,2019,2
방범,금산면,금산면 갈전리 1109-1,35.184144,128.156183,2015,1
방범,금산면,금산면 갈전리 1400-6,35.182133,128.153239,2022,3
방범,금산면,금산면 갈전리 1618,35.184386,128.155873,2021,1
방범,금산면,금산면 갈전리 35-2,35.189374,128.177725,2022,3
방범,금산면,금산면 속사리 207-1,35.184973,128.148497,2022,2
방범,금산면,금산면 속사리 612,35.184023,128.140441,2023,3
방범,금산면,금산면 속사리 671-34,35.18638,128.13643,2019,2
방범,금산면,금산면 속사리 701-183,35.192438,128.133466,2019,2
방범,금산면,금산면 송백리 556-1,35.205311,128.134783,2016,6
방범,금산면,금산면 용아리 205-1,35.201406,128.173872,2021,3
방범,금산면,금산면 용아리 707,35.211698,128.155176,2022,12
방범,금산면,금산면 용아리 711-2,35.21127,128.15486,2022,2
교통정보수집,금산면,금산면 용아리 951-4,35.201701,128.158866,2019,1
방범,금산면,금산면 용아리 산 9-1,35.200011,128.186052,2023,3
방범,금산면,금산면 용아리887-1,35.205725,128.156516,2019,3
교통정보수집,금산면,금산면 장사리 1180-10,35.220432,128.14544,2022,2
방범,금산면,금산면 장사리 1312-7,35.227868,128.139305,2021,2
방범,금산면,금산면 장사리 2156-3,35.215428,128.147146,2021,4
방범,금산면,금산면 장사리 513,35.21356,128.15675,2022,1
방범,금산면,금산면 장사리 516,35.21388,128.15561,2022,8
방범,금산면,금산면 장사리 524-10,35.215644,128.155501,2023,4
방범,금산면,금산면 장사리 585-8,35.219098,128.161144,2023,8
방범,금산면,금산면 장사리 810-4,35.220474,128.150837,2022,3
방범,금산면,금산면 장사리 961,35.218646,128.142752,2018,13
학교내,금산면,금산면 장사리 961,35.218976,128.14362,2022,8
방범,금산면,금산면 장사리 961-1,35.218,128.1455,2018,1
방범,금산면,금산면 장사리 963-1,35.218,128.1455,2021,2
방범,금산면,금산면 장사리 963-2,35.217729,128.145796,2022,3
방범,금산면,금산면 장사리 산 128-6,35.21378,128.15501,2022,1
방범,금산면,금산면 중천리 1026,35.214815,128.132954,2022,2
교통정보수집,금산면,금산면 중천리 1045-7,35.212842,128.131308,2021,2
방범,금산면,금산면 중천리 1052-1,35.212641,128.129879,2023,3
교통정보수집,금산면,금산면 중천리 1063-2,35.212915,128.131071,2021,1
방범,금산면,금산면 중천리 1157-1,35.208465,128.131305,2018,3
방범,금산면,금산면 중천리 1175-21,35.22131,128.13013,2022,5
방범,금산면,금산면 중천리 234-4,35.214447,128.146434,2022,2
방범,금산면,금산면 중천리 242-6,35.214656,128.146405,2019,5
방범,금산면,금산면 중천리 244-3,35.214713,128.144749,2022,4
방범,금산면,금산면 중천리 251,35.214507,128.144053,2017,1
방범,금산면,금산면 중천리 251,35.215523,128.144892,2018,7
학교내,금산면,금산면 중천리 251,35.21512,128.143421,2023,9
방범,금산면,금산면 중천리 261,35.21801,128.13954,2021,2
방범,금산면,금산면 중천리 272-8,35.216872,128.140088,2022,5
방범,금산면,금산면 중천리 278-6,35.216047,128.140796,2023,2
교통정보수집,금산면,금산면 중천리 311-7,35.214008,128.138897,2022,4
교통정보수집,금산면,금산면 중천리 333-7,35.214253,128.140452,2018,2
방범,금산면,금산면 중천리 400-4,35.214717,128.14234,2022,2
방범,금산면,금산면 중천리 413-5,35.2141,128.142609,2022,2
방범,금산면,금산면 중천리 44-30,35.207494,128.151057,2021,1
교통정보수집,금산면,금산면 중천리 484-2,35.211019,128.142286,2023,2
방범,금산면,금산면 중천리 585-2,35.2115,128.134248,2017,4
방범,금산면,금산면 중천리 629-8,35.21406,128.133631,2023,4
방범,금산면,금산면 중천리 657-1,32.216844,128.13345,2022,1
방범,금산면,금산면 중천리 657-2,32.216844,128.13345,2022,1
방범,금산면,금산면 중천리 657-3,32.216844,128.13345,2021,1
방범,금산면,금산면 중천리 781-1,35.217129,128.138272,2015,2
방범,내동면,내동면 내평리 20-4,35.139679,128.026199,2019,3
방범,내동면,내동면 내평리 23-1,35.138382,128.024298,2022,3
방범,내동면,내동면 내평리 65,35.140517,128.021483,2018,3
방범,내동면,내동면 내평리 811-1,35.139562,128.005712,2017,3
방범,내동면,내동면 내평리 829-2,35.139984,128.004352,2021,2
방범,내동면,내동면 내평리 산 52-12,35.138699,128.024555,2019,2
방범,내동면,내동면 내평리 산 71-6,35.156158,127.999792,2019,2
방범,내동면,내동면 독산리 1066,35.163578,128.060315,2016,2
방범,내동면,내동면 독산리 141-8,35.15727,128.070468,2021,4
방범,내동면,내동면 독산리 172-2,35.158319,128.07002,2022,3
교통정보수집,내동면,내동면 독산리 175-5,35.158301,128.070083,2021,2
방범,내동면,내동면 독산리 354,35.155758,128.064956,2023,6
방범,내동면,내동면 독산리 516-14,35.162179,128.063416,2016,2
방범,내동면,내동면 독산리 523-29,35.165036,128.063413,2018,2
방범,내동면,내동면 독산리 523-6,35.165874,128.066697,2023,3
방범,내동면,내동면 독산리 568-4,35.165269,128.067321,2021,6
방범,내동면,내동면 독산리 568-4,35.163773,128.067796,2018,4
학교내,내동면,내동면 독산리 568-4,35.164742,128.068099,2020,12
교통정보수집,내동면,내동면 독산리 57-1,35.16155,128.067794,2016,4
교통정보수집,내동면,내동면 독산리 582-18,35.16651,128.066573,2022,3
방범,내동면,내동면 독산리 583,35.166836,128.066578,2022,2
교통정보수집,내동면,내동면 독산리 66-21,35.158791,128.069846,2019,4
교통정보수집,내동면,내동면 독산리 71-6,35.161069,128.068568,2017,3
방범,내동면,내동면 독산리 756,35.14504,128.06142,2023,2
방범,내동면,내동면 독산리 산 46-2,35.14746,128.06297,2018,2
방범,내동면,내동면 독산리 산 73-2,35.162507,128.058349,2016,2
방범,내동면,내동면 삼계리 146-16,35.153629,128.045349,2022,3
방범,내동면,내동면 삼계리 152-12,35.153831,128.042979,2021,3
방범,내동면,내동면 삼계리 154,35.153539,128.042601,2022,3
방범,내동면,내동면 삼계리 157-1,35.153462,128.040993,2023,2
방범,내동면,내동면 삼계리 160-3,35.153978,128.041278,2021,3
방범,내동면,내동면 삼계리 2-3,35.153912,128.051404,2016,2
교통정보수집,내동면,내동면 삼계리 252-3,35.15409,128.03591,2022,6
방범,내동면,내동면 삼계리 619-19,35.151857,128.034571,2018,4
방범,내동면,내동면 삼계리 959-2,35.142981,128.027438,2017,2
방범,내동면,내동면 삼계리 산 202-10,35.1484,128.0326,2023,2
방범,내동면,내동면 삼계리 산 212-2,35.150269,128.031597,2019,2
방범,내동면,내동면 삼계리 산 347,35.160462,128.054946,2017,4
방범,내동면,내동면 삼계리995-3,35.137529,128.029611,2022,3
방범,내동면,내동면 신율리 249-4,35.147754,128.09365,2018,3
방범,내동면,내동면 신율리 474-2,35.151291,128.089842,2018,3
교통정보수집,내동면,내동면 신율리 651-1,35.15577,128.082283,2017,3
방범,내동면,내동면 신율리 산 58-4,35.149762,128.086165,2023,4
방범,내동면,내동면 유수리 107-1,32.126212,128.039834,2012,3
방범,내동면,내동면 유수리 1180,35.129465,128.010203,2017,2
